Date,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY,Return_,Volatility_20_,Next_Return_,Label_,High_Low_Spread,Close_Open_Change,MA_5,MA_20,MA_50,Return_5,Return_10,day_of_week,month,is_month_end,is_quarter_end,vader_neg,vader_neu,vader_pos,vader_compound,finbert_positive,finbert_negative,finbert_neutral
2018-03-28,230.9168243408203,233.4141602650466,229.80592088339455,231.73446121901893,146452300,-0.002954827228025647,0.012599247698670232,0.012777528328960619,1,3.608239381652055,-0.8176368781986127,232.3583251953125,239.7085060119629,241.77906188964843,-0.03919644908067166,-0.05241336973477673,2,3,0,0,0.097,0.776,0.128,0.9559,0.08716978877782822,0.8868988752365112,0.025931324809789658
2018-03-29,233.86737060546875,235.74258958588737,230.92570066933587,232.06326462842958,111601600,0.012777528328960619,0.012642828961059617,-0.02158444474660348,0,4.816888916551505,1.8041059770391712,232.26588745117186,239.55377273559571,241.50631927490235,-0.001972387615255089,-0.039258272101457936,3,3,0,0,0.142,0.762,0.097,-0.9899,0.06841564923524857,0.2626056671142578,0.6689786314964294
2018-04-02,228.81947326660156,233.84964785203115,226.33104657451912,233.334173410914,186286300,-0.02158444474660348,0.013395738919521658,0.012816958860724315,1,7.518601277512033,-4.514700144312428,232.1628173828125,239.0855697631836,241.14093872070313,-0.0022471525854130814,-0.061013735352361764,0,4,0,0,0.165,0.752,0.082,-0.9978,0.04867677390575409,0.4138804078102112,0.5374428033828735
2018-04-03,231.7522430419922,232.23216096514295,228.25956882286204,230.06367508621696,119956900,0.012816958860724315,0.013465187817767715,0.010698694340937065,1,3.9725921422809165,1.688567955775227,231.39141540527345,238.62636184692383,240.8117303466797,-0.01637036678201409,-0.03593452579991818,1,4,0,0,0.112,0.795,0.092,-0.9382,0.43840986490249634,0.15036354959011078,0.4112265706062317
2018-04-04,234.231689453125,234.9426565726602,228.04618872386567,228.1794916685714,123715300,0.010698694340937065,0.013726474724392108,0.007892130396398578,1,6.896467848794543,6.052197784553613,231.91752014160156,238.2605857849121,240.4917477416992,0.011357989813557845,-0.027274522293477932,2,4,0,0,0.148,0.753,0.1,-0.9924,0.45688721537590027,0.08299346268177032,0.460119366645813
2018-04-05,236.0802764892578,236.9689990591677,234.90715618777824,236.0002675909047,82652600,0.007892130396398578,0.013884005974783415,-0.022285833470626515,0,2.0618428713894446,0.08000889835309977,232.95021057128906,237.99166564941407,240.19811401367187,0.022360658055891713,-0.017712249419677972,3,4,0,0,0.141,0.723,0.136,-0.3962,0.056568246334791183,0.7130836248397827,0.23034816980361938
2018-04-06,230.81903076171875,235.6092313895433,229.29042683131024,234.10731517346778,179521200,-0.022285833470626515,0.014587127546757226,0.004928354389343026,1,6.318804558233069,-3.288284411749032,232.34054260253907,237.4012580871582,239.80120361328125,-0.013034481192729097,-0.014981159758708396,4,4,0,0,0.218,0.671,0.111,-0.9983,0.08242176473140717,0.7726761698722839,0.14490213990211487
2018-04-09,231.9565887451172,235.3692801295266,231.01454499887367,232.28541175368105,105442900,0.004928354389343026,0.013949056854267729,0.015900528809413395,1,4.3547351306529265,-0.3288230085638588,232.96796569824218,236.6566177368164,239.4249203491211,0.013710002185262082,0.011432041132992232,0,4,0,0,0.125,0.788,0.087,-0.9871,0.0935869961977005,0.8184784650802612,0.0879344716668129
2018-04-10,235.6448211669922,236.43579739740815,233.71630807413945,234.86274084261026,103529000,0.015900528809413395,0.014576288448934844,-0.005242041830786692,0,2.7194893232687036,0.7820803243819228,233.7464813232422,236.11187667846679,239.06433502197265,0.016796291047308953,0.0001509628202729374,1,4,0,0,0.119,0.748,0.133,0.6822,0.0946747213602066,0.776098370552063,0.1292269378900528
2018-04-11,234.40956115722656,236.0803645513617,234.0807380231688,234.15182392174728,91140200,-0.005242041830786692,0.014559853993411179,0.008226911851865637,1,1.9996265281928913,0.25773723547928284,233.7820556640625,235.58503799438478,238.7126806640625,0.00075938360226524,0.0121259984870421,2,4,0,0,0.111,0.77,0.119,0.8314,0.0948667973279953,0.15118198096752167,0.7539512515068054
2018-04-12,236.33802795410156,237.28896777987222,235.56484352215043,235.74259891596998,68890500,0.008226911851865637,0.014718769719048255,-0.002933115728815383,0,1.7241242577217974,0.5954290381315843,233.83360595703124,235.21746902465821,238.45128875732422,0.0010917958445184617,0.02347686717395625,3,4,0,0,0.102,0.769,0.129,0.91,0.45263928174972534,0.032689232379198074,0.5146715044975281
2018-04-13,235.6448211669922,237.76888146260518,234.63169138070813,237.65334317082176,85079200,-0.002933115728815383,0.0147223167517466,0.008221860999316322,1,3.137190081897046,-2.008522003829569,234.79876403808595,234.82852172851562,238.17355285644533,0.020907246639707333,0.007600250333861025,4,4,0,0,0.101,0.8,0.099,-0.4601,0.021206840872764587,0.9190680384635925,0.05972513183951378
2018-04-16,237.58226013183594,238.3554717693728,236.46248781856696,237.2889935340357,63405300,0.008221860999316322,0.014874474779802038,0.010698391561156928,1,1.8929839508058421,0.29326659780022624,235.92389831542968,234.52324600219725,237.9402328491211,0.024253121746416362,0.03829563428382121,0,4,0,0,0.132,0.755,0.113,-0.9738,0.062074996531009674,0.790290355682373,0.14763464033603668
2018-04-17,240.12400817871094,240.72833315508075,238.84424521600627,239.35969249075305,64682000,0.010698391561156928,0.014800628441687618,0.0007401139001421697,1,1.884087939074476,0.7643156879578896,236.81973571777343,234.50991821289062,237.86626922607422,0.019008213248805195,0.03612377177813042,1,4,0,0,0.156,0.717,0.127,-0.9586,0.0343836173415184,0.5216326117515564,0.443983793258667
2018-04-18,240.30172729492188,241.11044102907053,239.83957416493683,240.5683332378651,57303900,0.0007401139001421697,0.014796544646169791,-0.005547606254191706,0,1.2708668641336942,-0.26660594294321527,237.9981689453125,234.48503570556642,237.99980621337892,0.025136202246218264,0.025914673868292493,2,4,0,0,0.166,0.715,0.119,-0.9764,0.05454070866107941,0.8013210892677307,0.14413820207118988
2018-04-19,238.9686279296875,239.84845460633704,237.92881057592464,239.6440386488183,77655900,-0.005547606254191706,0.014843494171120623,-0.008479253751089932,0,1.9196440304123996,-0.6754107191308094,238.5242889404297,234.41660766601564,238.01462341308593,0.011130667368083547,0.012234615628981205,3,4,0,0,0.159,0.729,0.112,-0.9918,0.009799093939363956,0.9597006440162659,0.030500328168272972
2018-04-20,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,99953100,-0.008479253751089932,0.013813882228103907,-0.00015004906540039276,0,3.0661042447538307,-1.9552008403742036,238.78379516601564,234.54724731445313,238.01476135253907,0.005506300208525161,0.026528668424764312,4,4,0,0,0.135,0.763,0.101,-0.9716,0.06355119496583939,0.12458264082670212,0.8118661642074585
2018-04-23,236.90679931640625,238.07991970378174,235.82255661686145,237.52002010427697,65558000,-0.00015004906540039276,0.012817794333252672,-0.013467346613315945,0,2.257363086920293,-0.6132207878707163,238.6487030029297,234.92584609985352,238.1919317626953,-0.002843060820512777,0.02134110782569132,0,4,0,0,0.138,0.753,0.109,-0.9798,0.0965871512889862,0.21831351518630981,0.6850993633270264
2018-04-24,233.71629333496094,238.15990660538384,232.20545397435194,237.93772594186268,112885500,-0.013467346613315945,0.01172093405836503,0.0024719212479396013,1,5.954452631031899,-4.221432606901743,237.36716003417968,234.8311981201172,238.23677947998047,-0.026685023677353814,-0.008184045049157151,1,4,0,0,0.099,0.752,0.149,0.9835,0.6429763436317444,0.054862234741449356,0.30216142535209656
2018-04-25,234.2940216064453,234.73838305481422,231.82337303838113,233.65414003592733,103840900,0.0024719212479396013,0.011052796670404336,0.010165361170034526,1,2.9150100164330865,0.6398815705179857,236.16561889648438,234.96584091186523,238.2251998901367,-0.025000676258574384,-0.0004928960670838034,2,4,0,0,0.15,0.694,0.156,-0.0258,0.09186778217554092,0.6444330215454102,0.26369917392730713
2018-04-26,236.6757049560547,237.51110633985473,234.88049513217607,235.3248564162544,67731900,0.010165361170034526,0.011216571485694935,0.0009388954610209943,1,2.630611207678669,1.350848539800296,235.7070343017578,235.25378494262696,238.24956939697265,-0.009595079460838152,0.0014287882693964082,3,4,0,0,0.117,0.729,0.154,0.9842,0.1736060380935669,0.7264962196350098,0.09989768266677856
2018-04-27,236.89791870117188,237.59112131633273,235.95587481702162,237.28895885553587,57053600,0.0009388954610209943,0.010886081005230391,-0.007690523017141904,0,1.6352464993111084,-0.3910401543639921,235.69814758300782,235.40531234741212,238.2148291015625,-0.000187529132380293,0.005317738484444279,4,4,0,0,0.161,0.693,0.146,-0.946,0.03769724816083908,0.8848919868469238,0.0774107426404953
2018-04-30,235.0760498046875,238.07993686694329,235.0049368006314,237.5200372270754,82182300,-0.007690523017141904,0.009775819485636503,0.001776846650877184,1,3.0750000663118726,-2.4439874223878917,235.33199768066407,235.7181411743164,238.08275115966796,-0.007727720424240081,-0.010548810865582792,0,4,1,0,0.12,0.792,0.088,-0.9912,0.08271115273237228,0.3255557715892792,0.5917330980300903
2018-05-01,235.49374389648438,235.6003862778874,232.94308704016507,234.50724762517913,74203400,0.001776846650877184,0.009401459994434671,-0.0067176092658752795,0,2.6572992377223272,0.9864962713052421,235.68748779296874,235.90521621704102,237.9576092529297,0.007605163235136603,-0.019282804403216947,1,5,0,0,0.097,0.776,0.127,0.9776,0.03867098689079285,0.5754876136779785,0.38584139943122864
2018-05-02,233.9117889404297,236.1158035341917,233.52074884379576,235.2981939660736,86368900,-0.0067176092658752795,0.009245854424698252,-0.0022035085879038574,0,2.595054690395955,-1.38640502564391,235.6110412597656,235.88922119140625,237.83110107421874,-0.0016314230444073319,-0.0265913126236077,2,5,0,0,0.116,0.75,0.134,0.8957,0.11061713099479675,0.1566455215215683,0.7327373027801514
2018-05-03,233.3963623046875,234.05400845522928,230.22361560464304,233.07643513577497,136311500,-0.0022035085879038574,0.009064525841693014,0.012946440946389082,1,3.830392850586236,0.31992716891252826,234.95517272949218,235.75502548217773,237.71818572998046,-0.013855848245919788,-0.02331797974184102,3,5,0,0,0.145,0.726,0.129,-0.8911,0.06138161942362785,0.597780704498291,0.34083762764930725
2018-05-04,236.4180145263672,237.10234839691438,232.08993910381164,232.41876217952955,91222100,0.012946440946389082,0.007972147309948089,0.0033832689283794792,1,5.012409293102735,3.999252346837636,234.85919189453125,236.03497467041015,237.65950653076172,-0.002025784681587095,-0.002212933920323512,4,5,0,0,0.152,0.719,0.128,-0.9206,0.14265073835849762,0.6573861241340637,0.19996309280395508
2018-05-07,237.21788024902344,238.19545354325084,236.49798989421606,237.19121965230207,55304900,0.0033832689283794792,0.007941842937751784,0.0,0,1.6974636490347734,0.026660596721370666,235.28755798339844,236.29803924560548,237.54052185058595,0.009111223564099769,0.001313094151433436,0,5,0,0,0.158,0.73,0.112,-0.9931,0.10074880719184875,0.6492388844490051,0.2500123083591461
2018-05-08,237.21788024902344,237.582232696994,235.64482367746677,236.84460477325905,67499200,0.0,0.007143456195064823,0.009665508428333913,1,1.937409019527223,0.37327547576438747,235.63238525390625,236.37669219970704,237.3650637817383,0.007321367965074099,0.014982211398689493,1,5,0,0,0.133,0.742,0.125,-0.858,0.044943224638700485,0.5545803904533386,0.4004763960838318
2018-05-09,239.51071166992188,239.83953465260083,237.36888720892398,237.89323022477123,59666100,0.009665508428333913,0.007304429878955037,0.009350575482267587,1,2.470647443676853,1.617481445150645,236.75216979980468,236.6317497253418,237.29689208984374,0.02393604338992117,0.02226557053273548,2,5,0,0,0.112,0.784,0.104,-0.743,0.08460278064012527,0.3593829870223999,0.5560142397880554
2018-05-10,241.75027465820312,242.07912475175513,240.15058507322289,240.25722742933394,72063900,0.009350575482267587,0.007366174424853063,0.003051564991384925,1,1.9285396785322462,1.4930472288691874,238.4229522705078,236.90236206054686,237.32272888183593,0.03579281301141268,0.021441024980112244,3,5,0,0,0.13,0.763,0.107,-0.9626,0.05615299940109253,0.7077642679214478,0.2360827475786209
2018-05-11,242.4879913330078,242.7545972912786,241.35929615911192,241.87477050732093,59871500,0.003051564991384925,0.007312575469271304,0.000476349499074713,1,1.3953011321666793,0.6132208256868807,239.63694763183594,237.24452056884766,237.43324798583984,0.025674764331309774,0.023596968105436877,4,5,0,0,0.088,0.792,0.12,0.9517,0.08061308413743973,0.33157241344451904,0.5878145098686218
2018-05-14,242.60350036621094,243.58107350975945,242.05246958279415,242.92342747755535,54790600,0.000476349499074713,0.007138522728273768,-0.0068871116856171755,0,1.5286039269653031,-0.31992711134441265,240.71407165527344,237.4955825805664,237.52164733886718,0.022703263816091113,0.03202134189245398,0,5,0,0,0.109,0.743,0.148,0.9905,0.1293470412492752,0.2018633931875229,0.6687896251678467
2018-05-15,240.9326629638672,241.38589297316983,239.9817234278628,241.36812828786714,87036100,-0.0068871116856171755,0.006971276640882891,0.004205446275539426,1,1.4041695453070417,-0.4354653239999493,241.4570281982422,237.53601531982423,237.52157257080077,0.01565979221694458,0.023095811283095458,1,5,0,0,0.107,0.804,0.09,-0.8568,0.09910554438829422,0.15924762189388275,0.7416467666625977
2018-05-16,241.94589233398438,242.40804555919962,240.94163120585822,240.9683189273143,53942600,0.004205446275539426,0.0070284675215011114,-0.0008452232399686066,0,1.4664143533414062,0.977573406670075,241.94406433105468,237.61822357177735,237.52954620361328,0.01016731421773942,0.03434672288193541,2,5,0,0,0.147,0.749,0.104,-0.9926,0.2681213617324829,0.2890375554561615,0.442841112613678
2018-05-17,241.74139404296875,242.82563647978574,240.95931397422785,241.67917696439713,56536400,-0.0008452232399686066,0.006897722575617285,-0.002499690079332151,0,1.8663225055578891,0.06221707857162073,241.94228820800782,237.7568618774414,237.5352005004883,-3.673466450837548e-05,0.03575476350992668,3,5,0,0,0.097,0.802,0.101,-0.5994,0.07969419658184052,0.40488001704216003,0.5154257416725159
2018-05-18,241.13711547851562,241.75923221001187,240.78163182694522,241.3948526526114,64368000,-0.002499690079332151,0.006606955980056368,0.007518432070746428,1,0.9776003830666582,-0.2577371740957801,241.67211303710937,237.9666000366211,237.50539916992187,-0.005570897952785758,0.01996083488647238,4,5,0,0,0.142,0.767,0.091,-0.9908,0.0728471428155899,0.17826439440250397,0.7488884329795837
2018-05-21,242.95008850097656,243.49222338059707,242.23912128228767,242.63016138906482,58025900,0.007518432070746428,0.0067635570970046265,-0.0027801195793712985,0,1.2531020983093981,0.3199271119117384,241.7414306640625,238.2687644958496,237.42741302490234,0.0014286196787862693,0.02416431782433781,0,5,0,0,0.158,0.737,0.105,-0.993,0.14375364780426025,0.02492453157901764,0.8313217759132385
2018-05-22,242.274658203125,243.73217630498726,241.94583517619947,243.47443915348006,52966400,-0.0027801195793712985,0.005904572560295768,0.0027510890737909577,1,1.7863411287877966,-1.1997809503550627,242.00982971191405,238.69668273925782,237.34211334228516,0.005570001272343417,0.021317018551860967,1,5,0,0,0.154,0.764,0.082,-0.9939,0.04791610687971115,0.47856855392456055,0.4735153317451477
2018-05-23,242.94117736816406,242.96786508081144,240.83490931512094,240.99489998270917,64694200,0.0027510890737909577,0.005906533567443228,-0.0020484388520527474,0,2.1329557656904967,1.9462773854548914,242.20888671875,239.12904052734376,237.30201019287108,0.004113667831176837,0.01432280700234334,2,5,0,0,0.139,0.756,0.105,-0.9733,0.13053204119205475,0.20142033696174622,0.6680476069450378
2018-05-24,242.4435272216797,242.81680266690321,240.64831723876975,242.54130081610177,76043800,-0.0020484388520527474,0.005624046837592439,-0.002382498995045501,0,2.168485428133465,-0.09777359442207967,242.34931335449218,239.417431640625,237.27709259033202,0.0029044805565494602,0.0028676391969222337,3,5,0,0,0.132,0.774,0.094,-0.9767,0.04119913652539253,0.852052628993988,0.10674825310707092
2018-05-25,241.86590576171875,242.4968913586939,241.3593272540763,241.86590576171875,56374800,-0.002382498995045501,0.005681516463343698,-0.011501411526545713,0,1.1375641046175815,0.0,242.4950714111328,239.66583099365235,237.24593536376952,0.003022306548524867,-0.002565428365624678,4,5,0,0,0.165,0.727,0.109,-0.9869,0.03377055749297142,0.41640928387641907,0.5498201847076416
2018-05-29,239.0841064453125,240.9948814317973,237.9643345883461,240.23056601287198,115908600,-0.011501411526545713,0.006042633544904655,0.013344892746111059,1,3.030546843451191,-1.146459567559475,241.721875,239.8662338256836,237.15386199951172,-0.01591265958994914,-0.014506773049794863,1,5,0,0,0.156,0.725,0.118,-0.9929,0.07088134437799454,0.06812684237957001,0.8609918355941772
2018-05-30,242.274658203125,242.71901950905934,240.32838063506136,240.3994665104797,69678400,0.013344892746111059,0.0066571158319366185,-0.006125567714038382,0,2.390638873997972,1.875191692645302,241.721875,240.2052795410156,237.19154388427734,0.0,0.005570001272343417,2,5,0,0,0.145,0.737,0.118,-0.968,0.025407575070858,0.8662673234939575,0.10832514613866806
2018-05-31,240.79058837890625,242.16809804630864,240.1862633068633,241.8659355102872,93519900,-0.006125567714038382,0.006620139439972759,0.00981746276976092,1,1.9818347394453326,-1.075347131380937,241.29175720214843,240.54921951293946,237.19136810302734,-0.008852303312907317,-0.004775050917100621,3,5,1,0,0.155,0.76,0.085,-0.9957,0.055925458669662476,0.6221683025360107,0.3219062089920044
2018-06-01,243.154541015625,243.4567034850787,242.02584580614777,242.09695881170452,71258400,0.00981746276976092,0.0068118894506109555,0.004751378317022548,1,1.43085767893092,1.0575822039204752,241.4339599609375,241.03712844848633,237.24771514892578,0.002932698604467987,0.005845697127092153,4,6,0,0,0.178,0.714,0.108,-0.9975,0.02397524006664753,0.3592859208583832,0.6167388558387756
2018-06-04,244.3098602294922,244.56759740173055,243.7410918154113,243.9810371761177,45385200,0.004751378317022548,0.006354457052038194,0.0007277455358913887,1,0.8265055863192572,0.32882305337449225,241.9227508544922,241.43172073364258,237.4473211669922,0.010104584439367681,0.01315743013961379,0,6,0,0,0.162,0.76,0.078,-0.9986,0.25005683302879333,0.13819146156311035,0.6117517352104187
2018-06-05,244.48765563964844,244.8697999468515,243.67001870357677,244.44320322520517,51135000,0.0007277455358913887,0.006344340234235905,0.008360428673167775,1,1.199781243274714,0.04445241444327053,243.0034606933594,241.79520950317382,237.75037780761718,0.022601038917540617,0.006328736688917536,1,6,0,0,0.136,0.771,0.093,-0.9844,0.09368465840816498,0.6353045105934143,0.2710108757019043
2018-06-06,246.53167724609375,246.63831963308894,244.4787299314409,245.10084668446635,62732200,0.008360428673167775,0.006511485659637561,-0.00010812851634312004,0,2.1595897016480308,1.4308305616274026,243.85486450195313,242.26089935302736,237.9688262939453,0.017571045500762272,0.017571045500762272,2,6,0,0,0.125,0.758,0.117,-0.8255,0.40462008118629456,0.3118872046470642,0.28349268436431885
2018-06-07,246.50502014160156,247.31376108332609,245.589636811371,247.02049451493454,72969400,-0.00010812851634312004,0.006263814264928074,0.002956492662033794,1,1.724124271955077,-0.5154743733329781,244.99775085449218,242.61061477661133,238.26690338134765,0.023731956473743487,0.01466957068392194,3,6,0,0,0.15,0.729,0.121,-0.9779,0.03588997200131416,0.8658111691474915,0.09829890727996826
2018-06-08,247.2338104248047,247.28713162577213,245.87406555679658,246.04292506708316,72139700,0.002956492662033794,0.005997330605838914,0.0013298388572533515,1,1.413066068975553,1.1908853577215268,245.81360473632813,242.8847915649414,238.59324310302733,0.016776447571742237,0.019758346440591712,4,6,0,0,0.141,0.732,0.127,-0.7579,0.39615222811698914,0.2870521545410156,0.31679558753967285
2018-06-11,247.56259155273438,248.28245476537916,247.34041087916094,247.4559491688854,58892500,0.0013298388572533515,0.005980768932825365,0.0012924470770996344,1,0.9420438862182152,0.10664238384896407,246.46415100097656,243.13852157592774,238.86714752197267,0.013313958430440476,0.023553074886990766,0,6,0,0,0.2,0.703,0.097,-0.9986,0.03870542719960213,0.7645330429077148,0.19676145911216736
2018-06-12,247.88255310058594,248.2469055488745,247.2337757509126,247.98029958142797,72329000,0.0012924470770996344,0.0059794109037686356,-0.003190905687952328,0,1.0131297979619092,-0.09774648084203363,247.14313049316405,243.4024742126465,239.24840911865235,0.01388576225681204,0.036800633827518636,1,6,0,0,0.086,0.789,0.125,0.9844,0.04352913424372673,0.8674671053886414,0.08900372684001923
2018-06-13,247.09158325195312,248.38024207849372,246.8871672571803,248.12250488885246,79070600,-0.003190905687952328,0.005773322740481174,0.002517693326056225,1,1.493074821313428,-1.0309216368993361,247.25511169433594,243.71042022705078,239.55519592285157,0.002271132099995743,0.019882083766225245,2,6,0,0,0.125,0.771,0.104,-0.9337,0.08010434359312057,0.3882187008857727,0.5316769480705261
2018-06-14,247.71368408203125,248.2468959964065,247.11822794876022,247.96252534929437,77097600,0.002517693326056225,0.005740532862351088,-0.0012759511361348785,0,1.128668047646272,-0.24884126726311706,247.49684448242186,243.99880981445312,239.82483581542968,0.00490320213249773,0.028751521185831797,3,6,0,0,0.096,0.77,0.134,0.959,0.5916303396224976,0.06909878551959991,0.33927083015441895
2018-06-15,247.39761352539062,247.73684890041096,245.80858511880444,246.92447661903196,120041600,-0.0012759511361348785,0.005749388246887609,-0.00205674918046439,0,1.9282637816065176,0.47313690635866124,247.52960510253905,244.28162078857423,240.05118255615236,0.000662543283641126,0.017450105978045416,4,6,0,0,0.144,0.752,0.103,-0.9818,0.08255553245544434,0.3111400306224823,0.606304407119751
2018-06-18,246.88877868652344,247.01377162062857,245.45152340499544,245.9335689533948,52917600,-0.00205674918046439,0.0057353331003678,-0.0038329175036772023,0,1.562248215633133,0.9552097331286404,247.39484252929688,244.5692039489746,240.37257751464844,-0.002721787900121453,0.010555932759360287,0,6,0,0,0.154,0.747,0.099,-0.9934,0.0359756164252758,0.6382936239242554,0.3257307708263397
2018-06-19,245.94247436523438,246.16565265413206,244.183828358983,244.60340463184835,97531500,-0.0038329175036772023,0.005637451137805073,0.0017062819989916989,1,1.9818242951490674,1.339069733386026,247.00682678222657,244.7188232421875,240.6522952270508,-0.007826604620149724,0.005950479265628861,1,6,0,0,0.19,0.681,0.129,-0.9961,0.08238430321216583,0.14317256212234497,0.7744431495666504
2018-06-20,246.36212158203125,247.03165664152763,246.02288612626754,246.6299247084493,53785500,0.0017062819989916989,0.005583732034387215,-0.006268957191277291,0,1.008770515260096,-0.2678031264180447,246.86093444824218,244.9231964111328,240.86664123535155,-0.00295219149240733,-0.0006877642092754099,2,6,0,0,0.13,0.748,0.122,-0.5574,0.23038330674171448,0.11212091892957687,0.6574957370758057
2018-06-21,244.81768798828125,246.37102766416416,244.31777071707353,246.35315596226158,71061400,-0.006268957191277291,0.0057829626606198704,0.0018232561548685577,1,2.053256947090631,-1.5354679739803316,246.2817352294922,245.01702194213868,241.07480377197265,-0.011690900744873556,-0.006845021461838963,3,6,0,0,0.13,0.704,0.166,0.9727,0.1338067203760147,0.02224847301840782,0.843944787979126
2018-06-22,245.26405334472656,246.20141869409275,245.0408750106083,246.0853616013994,54898500,0.0018232561548685577,0.005761426650717138,-0.013612735148418653,0,1.1605436834844625,-0.821308256672836,245.8550231933594,245.158048248291,241.25332427978515,-0.008624012779513301,-0.007967183277617362,4,6,0,0,0.16,0.697,0.143,-0.9396,0.11810550093650818,0.49411627650260925,0.3877781629562378
2018-06-25,241.9253387451172,244.26424356517674,240.2291886823104,244.1035616867265,137854200,-0.013612735148418653,0.0065588750481190335,0.0022139640950804562,1,4.035054882866348,-2.178222941609306,244.86233520507812,245.16101989746093,241.37893463134765,-0.020103951130595377,-0.022771020339784953,0,6,0,0,0.156,0.746,0.098,-0.9968,0.0380355566740036,0.8370909094810486,0.12487344443798065
2018-06-26,242.46095275878906,243.31794995174872,241.73785712044034,242.4966689211685,68547400,0.0022139640950804562,0.005980995290197998,-0.008284308021418108,0,1.5800928313083773,-0.03571616237942976,244.16603088378906,245.32986221313476,241.47650848388673,-0.014155837113662306,-0.021871649593656173,1,6,0,0,0.185,0.697,0.118,-0.9926,0.03116879239678383,0.492343932390213,0.47648730874061584
